,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,HomeRemote,CompanySize,CompanyType,YearsProgram,YearsCodedJob,WebDeveloperType,CareerSatisfaction,JobSatisfaction,ProblemSolving,BuildingThings,LearningNewTech,BoringDetails,JobSecurity,DiversityImportant,AnnoyingUI,FriendsDevelopers,RightWrongWay,UnderstandComputers,SeriousWork,InvestTimeTools,WorkPayCare,KinshipDevelopers,ChallengeMyself,CompetePeers,ChangeWorld,JobSeekingStatus,HoursPerWeek,LastNewJob,AssessJobIndustry,AssessJobRole,AssessJobExp,AssessJobDept,AssessJobTech,AssessJobProjects,AssessJobCompensation,AssessJobOffice,AssessJobCommute,AssessJobRemote,AssessJobLeaders,AssessJobProfDevel,AssessJobDiversity,AssessJobProduct,AssessJobFinances,JobProfile,ResumePrompted,LearnedHiring,ImportantHiringAlgorithms,ImportantHiringTechExp,ImportantHiringCommunication,ImportantHiringOpenSource,ImportantHiringPMExp,ImportantHiringCompanies,ImportantHiringTitles,ImportantHiringEducation,ImportantHiringRep,ImportantHiringGettingThingsDone,Currency,Overpaid,TabsSpaces,EducationImportant,SelfTaughtTypes,CousinEducation,WorkStart,HaveWorkedFramework,WantWorkFramework,AuditoryEnvironment,Methodology,VersionControl,CheckInCode,ShipIt,OtherPeoplesCode,ProjectManagement,EnjoyDebugging,InTheZone,DifficultCommunication,CollaborateRemote,EquipmentSatisfiedMonitors,EquipmentSatisfiedCPU,EquipmentSatisfiedRAM,EquipmentSatisfiedStorage,EquipmentSatisfiedRW,InfluenceInternet,InfluenceWorkstation,InfluenceHardware,InfluenceServers,InfluenceTechStack,InfluenceDeptTech,InfluenceVizTools,InfluenceDatabase,InfluenceCloud,InfluenceConsultants,InfluenceRecruitment,InfluenceCommunication,StackOverflowDescribes,StackOverflowSatisfaction,StackOverflowFoundAnswer,StackOverflowCopiedCode,StackOverflowJobListing,StackOverflowCompanyPage,StackOverflowJobSearch,StackOverflowNewQuestion,StackOverflowAnswer,StackOverflowMetaChat,StackOverflowAdsRelevant,StackOverflowAdsDistracting,StackOverflowModeration,StackOverflowCommunity,StackOverflowHelpful,StackOverflowBetter,StackOverflowWhatDo,StackOverflowMakeMoney,HighestEducationParents,SurveyLong,QuestionsInteresting,QuestionsConfusing,InterestedAnswers,Salary,Worked_with_Assembly,Worked_with_C,Worked_with_C#,Worked_with_C++,Worked_with_Clojure,Worked_with_CoffeeScript,Worked_with_Common Lisp,Worked_with_Dart,Worked_with_Elixir,Worked_with_Erlang,Worked_with_F#,Worked_with_Go,Worked_with_Groovy,Worked_with_Hack,Worked_with_Haskell,Worked_with_Java,Worked_with_JavaScript,Worked_with_Julia,Worked_with_Lua,Worked_with_Matlab,Worked_with_Objective-C,Worked_with_PHP,Worked_with_Perl,Worked_with_Python,Worked_with_R,Worked_with_Ruby,Worked_with_Rust,Worked_with_SQL,Worked_with_Scala,Worked_with_Smalltalk,Worked_with_Swift,Worked_with_TypeScript,Worked_with_VB.NET,Worked_with_VBA,Worked_with_Visual Basic 6,Want_work_Assembly,Want_work_C,Want_work_C#,Want_work_C++,Want_work_Clojure,Want_work_CoffeeScript,Want_work_Common Lisp,Want_work_Dart,Want_work_Elixir,Want_work_Erlang,Want_work_F#,Want_work_Go,Want_work_Groovy,Want_work_Hack,Want_work_Haskell,Want_work_Java,Want_work_JavaScript,Want_work_Julia,Want_work_Lua,Want_work_Matlab,Want_work_Objective-C,Want_work_PHP,Want_work_Perl,Want_work_Python,Want_work_R,Want_work_Ruby,Want_work_Rust,Want_work_SQL,Want_work_Scala,Want_work_Smalltalk,Want_work_Swift,Want_work_TypeScript,Want_work_VB.NET,Want_work_VBA,Want_work_Visual Basic 6,Uses_Android Studio,Uses_Atom,Uses_Coda,Uses_Eclipse,Uses_Emacs,Uses_IPython / Jupyter,Uses_IntelliJ,Uses_Komodo,Uses_Light Table,Uses_NetBeans,Uses_Notepad++,Uses_PHPStorm,Uses_PyCharm,Uses_RStudio,Uses_RubyMine,Uses_Sublime Text,Uses_TextMate,Uses_Vim,Uses_Visual Studio,Uses_Visual Studio Code,Uses_Xcode,Uses_Zend,DevType_Data scientist,DevType_Database administrator,DevType_Desktop applications developer,DevType_DevOps specialist,DevType_Developer with a statistics or mathematics background,DevType_Embedded applications/devices developer,DevType_Graphic designer,DevType_Graphics programming,DevType_Machine learning specialist,DevType_Mobile developer,DevType_Other,DevType_Quality assurance engineer,DevType_Systems administrator,DevType_Web developer,IsImportantBenefit_Annual bonus,IsImportantBenefit_Charitable match,IsImportantBenefit_Child/elder care,IsImportantBenefit_Education sponsorship,IsImportantBenefit_Equipment,IsImportantBenefit_Expected work hours,IsImportantBenefit_Health benefits,IsImportantBenefit_Long-term leave,IsImportantBenefit_Meals,IsImportantBenefit_None of these,IsImportantBenefit_Other,IsImportantBenefit_Private office,IsImportantBenefit_Professional development sponsorship,IsImportantBenefit_Remote options,IsImportantBenefit_Retirement,IsImportantBenefit_Stock options,IsImportantBenefit_Vacation/days off,Gender_Female,Gender_Gender non-conforming,Gender_Male,Gender_Other,Gender_Transgender,Race_Black or of African descent,Race_East Asian,Race_Hispanic or Latino/Latina,Race_I don’t know,Race_I prefer not to say,Race_Middle Eastern,"Race_Native American, Pacific Islander, or Indigenous Australian",Race_South Asian,Race_White or of European descent,Uses_StackOverflow_in_Android app,Uses_StackOverflow_in_Android browser,Uses_StackOverflow_in_Desktop,Uses_StackOverflow_in_Other phone browser,Uses_StackOverflow_in_iOS app,Uses_StackOverflow_in_iOS browser,MetricAssess__Benchmarked product performance,MetricAssess__Bugs found,MetricAssess__Commit frequency,MetricAssess__Customer satisfaction,MetricAssess__Hours worked,MetricAssess__Lines of code,MetricAssess__Manager's rating,MetricAssess__On time/in budget,MetricAssess__Other,MetricAssess__Peers' rating,MetricAssess__Release frequency,MetricAssess__Revenue performance,MetricAssess__Self-rating,Education_Bootcamp,Education_Coding competition,Education_Hackathon,Education_Industry certification,Education_On-the-job training,Education_Online course,Education_Open source contributions,Education_Part-time/evening course,Education_Self-taught
43461,"Yes, both",United Kingdom,No,Employed full-time,Bachelor's degree,Computer science or software engineering,Never,"10,000 or more employees",Publicly-traded corporation,17 to 18 years,15 to 16 years,Full stack Web developer,8.0,0.0,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Agree,I am actively looking for a job,7.0,Between 1 and 2 years ago,Somewhat important,Very important,Somewhat important,Somewhat important,Important,Important,Somewhat important,Important,Important,Somewhat important,Not very important,Important,Somewhat important,Somewhat important,Somewhat important,,,,,,,,,,,,,,British pounds sterling (£),Somewhat underpaid,Both,Important,Official documentation; Trade book; Stack Overflow Q&A; Non-Stack online communities; Friends network; Built-in help,Bootcamp; Part-time/evening courses; Buy books and work through the exercises,10:00 AM,AngularJS; Node.js; React,,Keep the room absolutely quiet,Waterfall; Agile; Lean; Scrum; Extreme; Pair; Kanban; Domain-driven design,Git,Multiple times a day,Disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Disagree,,,,,,,,,,,,,,,,,,I have created a CV or Developer Story on Stack Overflow,7.0,Once or twice,Once or twice,Several times,Several times,Several times,Haven't done at all,Once or twice,Haven't done at all,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Strongly disagree,Disagree,A bachelor's degree,Somewhat agree,Agree,Disagree,Agree,76250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
43508,"Yes, both",United States,No,Employed full-time,Doctoral degree,A non-computer-focused engineering discipline,"Less than half the time, but at least one day each week","1,000 to 4,999 employees",Publicly-traded corporation,20 or more years,9 to 10 years,,7.0,9.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",0.0,More than 4 years ago,Somewhat important,Important,Important,Important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Not very important,Important,Not very important,Important,Important,LinkedIn,I received bad news about the future of my company or depart,I visited the company's Web site and found a job listing there,Important,Very important,Important,Somewhat important,Somewhat important,Not very important,Not very important,Somewhat important,Not very important,Important,U.S. dollars ($),Somewhat underpaid,Both,Very important,Official documentation; Trade book; Textbook; Stack Overflow Q&A; Non-Stack online communities; Built-in help,,10:00 AM,,Node.js; React,Turn on some music,Evidence-based SWE,I use some other system,Once a day,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,I have created a CV or Developer Story on Stack Overflow,9.0,At least once each week,Haven't done at all,Haven't done at all,Once or twice,Once or twice,Haven't done at all,Several times,Haven't done at all,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Disagree,A doctoral degree,Disagree,Agree,Disagree,Agree,147000.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1
43512,"Yes, I program as a hobby",United States,No,Employed full-time,Bachelor's degree,Management information systems,A few days each month,20 to 99 employees,Venture-funded startup,15 to 16 years,9 to 10 years,Full stack Web developer,8.0,8.0,Agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Disagree,Agree,Strongly agree,Disagree,Somewhat agree,Strongly agree,Strongly disagree,Agree,"I'm not actively looking, but I am open to new opportunities",1.0,Less than a year ago,Not at all important,Important,Somewhat important,Not very important,Important,Very important,Important,Somewhat important,Important,Important,Somewhat important,Important,Not very important,Somewhat important,Not very important,,,,,,,,,,,,,,U.S. dollars ($),Somewhat overpaid,Spaces,Somewhat important,Official documentation; Stack Overflow Q&A; Friends network,Take online courses; Bootcamp,10:00 AM,React; .NET Core,React; Xamarin; .NET Core,Turn on some music,Agile; Lean; Scrum; Pair; Kanban; Domain-driven design,Git,Multiple times a day,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",8.0,At least once each week,Haven't done at all,Haven't done at all,Haven't done at all,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Strongly disagree,A master's degree,Disagree,Somewhat agree,Disagree,Strongly agree,120000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1
43562,"Yes, both",United States,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,A few days each month,500 to 999 employees,Venture-funded startup,7 to 8 years,7 to 8 years,,8.0,4.0,Strongly agree,Strongly agree,Strongly agree,Disagree,Somewhat agree,Agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Disagree,Agree,"I'm not actively looking, but I am open to new opportunities",2.0,Between 1 and 2 years ago,Not very important,Important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Important,Very important,Important,Very important,Somewhat important,Important,Somewhat important,,,,,,,,,,,,,,U.S. dollars ($),Somewhat underpaid,Spaces,Somewhat important,Official documentation; Stack Overflow Q&A; Stack Overflow Docs; Non-Stack online communities; Company internal community; Other,,7:00 AM,,React,Turn on some music,Agile; Scrum; Extreme; Pair; Mob; Kanban; Domain-driven design,Git,Multiple times a day,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Disagree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",8.0,At least once each day,Once or twice,Once or twice,Once or twice,Several times,Once or twice,Several times,Haven't done at all,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,A bachelor's degree,Agree,Agree,Disagree,Strongly agree,111000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1
43697,"Yes, I program as a hobby",United Kingdom,No,Employed full-time,Bachelor's degree,Mathematics or statistics,Never,"1,000 to 4,999 employees",Publicly-traded corporation,5 to 6 years,2 to 3 years,,5.0,3.0,,,,,,,,,,,,,,,,,,I am actively looking for a job,3.0,Between 2 and 4 years ago,Important,Somewhat important,Somewhat important,Not very important,Important,Important,Important,Important,Important,Not very important,Not very important,Important,Not very important,Not at all important,Not very important,LinkedIn; Other,I saw an employer's advertisement,"A friend, family member, or former colleague told me",Not very important,Somewhat important,Important,Not very important,Not very important,Not very important,Not very important,Not very important,Not very important,Somewhat important,British pounds sterling (£),Greatly underpaid,Tabs,Somewhat important,Official documentation; Trade book; Stack Overflow Q&A,Take online courses; Conferences/meet-ups,6:00 PM,Node.js; React,Node.js; React,Turn on some music,Waterfall; Agile; Scrum; Pair,Git,Multiple times a day,Strongly disagree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,Agree,,,,,,,,,,,,,,,,,,I have created a CV or Developer Story on Stack Overflow,9.0,At least once each week,Several times,Several times,Once or twice,Several times,Several times,Several times,Haven't done at all,Agree,Disagree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Disagree,"Some college/university study, no bachelor's degree",Somewhat agree,Somewhat agree,Disagree,Agree,39375.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1
43708,"Yes, I program as a hobby",Portugal,No,Employed full-time,Master's degree,Computer science or software engineering,Never,500 to 999 employees,Venture-funded startup,20 or more years,9 to 10 years,,9.0,10.0,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Agree,Agree,"I'm not actively looking, but I am open to new opportunities",0.0,More than 4 years ago,Important,Important,Important,Very important,Very important,Very important,Important,Very important,Very important,Somewhat important,Very important,Important,Important,Important,Somewhat important,LinkedIn,I was just giving it a regular update,Some other way,Very important,Not at all important,Important,Not very important,Not at all important,Not very important,Not very important,Not very important,Not very important,Very important,Euros (€),Somewhat underpaid,Spaces,Very important,Official documentation; Textbook; Stack Overflow Q&A; Stack Overflow Docs; Built-in help,Take online courses; Contribute to open source; Part-time/evening courses; Conferences/meet-ups,9:00 AM,AngularJS; React; Cordova,Hadoop; React; Spark; .NET Core,Turn on some music,Agile; Scrum; Kanban,Subversion,Multiple times a day,Agree,Disagree,Disagree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Not very satisfied,Very satisfied,Satisfied,Satisfied,Somewhat satisfied,Very satisfied,Some influence,Some influence,Not much influence,Not much influence,Some influence,No influence at all,Not much influence,Not much influence,Some influence,Some influence,A lot of influence,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",9.0,Several times,Haven't done at all,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Once or twice,Haven't done at all,Somewhat agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Somewhat agree,Strongly disagree,A doctoral degree,Somewhat agree,Agree,Disagree,Agree,34408.6021505376,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1
43709,No,United States,No,Employed full-time,Bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week","1,000 to 4,999 employees","Privately-held limited company, not in startup mode",7 to 8 years,2 to 3 years,Back-end Web developer,8.0,7.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",0.0,More than 4 years ago,Not very important,Important,Important,Somewhat important,Very important,Important,Very important,Very important,Important,Important,Somewhat important,Important,Not at all important,Somewhat important,Important,,,,,,,,,,,,,,U.S. dollars ($),Somewhat underpaid,Both,Not very important,Official documentation; Stack Overflow Q&A; Non-Stack online communities,Return to college; Get a job as a QA tester; Take online courses; Part-time/evening courses,7:00 AM,,,Keep the room absolutely quiet,Agile; Scrum,Git,Multiple times a day,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Disagree,Agree,Satisfied,Not at all satisfied,Satisfied,Somewhat satisfied,Satisfied,Satisfied,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,"I've visited Stack Overflow, but haven't logged in/created an account",8.0,At least once each week,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Somewhat agree,Somewhat agree,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,A bachelor's degree,Agree,Somewhat agree,Strongly disagree,Strongly agree,62000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
43710,"Yes, I contribute to open source projects",Germany,No,Employed full-time,Master's degree,Computer science or software engineering,A few days each month,"10,000 or more employees","Sole proprietorship or partnership, not in startup mode",20 or more years,20 or more years,,10.0,9.0,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,"I'm not actively looking, but I am open to new opportunities",1.0,Between 1 and 2 years ago,Somewhat important,Very important,Very important,Important,Very important,Very important,Very important,Important,Important,Important,Important,Important,Important,Important,Important,Other; Xing,A recruiter contacted me,An external recruiter or headhunter,Very important,Not very important,Important,Somewhat important,Very important,Somewhat important,Not very important,Not very important,Not at all important,Important,Euros (€),Somewhat underpaid,Tabs,Very important,Official documentation; Trade book; Textbook; Stack Overflow Q&A; Stack Overflow Docs; Non-Stack online communities; Built-in help,Contribute to open source; Bootcamp; Part-time/evening courses; Participate in hackathons,8:00 AM,Hadoop,Hadoop; Spark,Keep the room absolutely quiet,Agile; Lean; Scrum; Extreme; Pair; Kanban; Domain-driven design,Subversion,A few times a week,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Strongly disagree,Agree,Very satisfied,Satisfied,Satisfied,Satisfied,Somewhat satisfied,Somewhat satisfied,Some influence,No influence at all,Some influence,A lot of influence,A lot of influence,A lot of influence,A lot of influence,Some influence,Some influence,Not much influence,Not much influence,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",3.0,At least once each week,Several times,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Once or twice,Once or twice,Somewhat agree,Somewhat agree,Agree,Disagree,Strongly agree,Somewhat agree,Somewhat agree,,A master's degree,Somewhat agree,Agree,Disagree,Strongly agree,96774.1935483871,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1
43712,"Yes, both",United States,No,Employed full-time,Bachelor's degree,A humanities discipline,All or almost all the time (I'm full-time remote),100 to 499 employees,Non-profit/non-governmental organization or private school/university,19 to 20 years,9 to 10 years,,10.0,4.0,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly disagree,Somewhat agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Disagree,Somewhat agree,"I'm not actively looking, but I am open to new opportunities",1.0,More than 4 years ago,Important,Somewhat important,Important,Somewhat important,Very important,Important,Very important,Very important,Very important,Very important,Not at all important,Important,Not at all important,Somewhat important,Not very important,LinkedIn; Other,I was just giving it a regular update,I visited the company's Web site and found a job listing there,Somewhat important,Somewhat important,Very important,Important,Not at all important,Not very important,Not very important,Not very important,Important,Very important,U.S. dollars ($),Somewhat underpaid,Spaces,Very important,Official documentation; Trade book; Textbook; Stack Overflow Q&A; Non-Stack online communities; Built-in help,Take online courses; Contribute to open source; Participate in online coding competitions; Buy books and work through the exercises,8:00 AM,,,Turn on some music,Agile; Lean; Pair; Kanban; Domain-driven design,Git,Multiple times a day,Somewhat agree,Somewhat agree,Strongly disagree,Disagree,Strongly agree,Disagree,Strongly agree,Satisfied,Very satisfied,Satisfied,Satisfied,Very satisfied,Satisfied,Some influence,Not much influence,A lot of influence,A lot of influence,A lot of influence,A lot of influence,A lot of influence,A lot of influence,Some influence,No influence at all,A lot of influence,I have created a CV or Developer Story on Stack Overflow,10.0,At least once each week,Several times,Several times,Once or twice,Once or twice,Several times,Several times,Once or twice,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,A bachelor's degree,Somewhat agree,Agree,Strongly disagree,Agree,77000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
43714,"Yes, I program as a hobby",Netherlands,No,Employed full-time,Bachelor's degree,Computer programming or Web development,Never,Fewer than 10 employees,"Privately-held limited company, not in startup mode",10 to 11 years,2 to 3 years,Full stack Web developer,7.0,7.0,Agree,Agree,Strongly agree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Somewhat agree,"I'm not actively looking, but I am open to new opportunities",1.0,Between 2 and 4 years ago,Somewhat important,Somewhat important,Important,Not very important,Not very important,Somewhat important,Important,Important,Important,Somewhat important,Somewhat important,Important,Not very important,Somewhat important,Not very important,LinkedIn,A friend told me about a job opportunity,"A friend, family member, or former colleague told me",Somewhat important,Not very important,Somewhat important,Somewhat important,Not very important,Not very important,Not very important,Somewhat important,Not very important,Important,Euros (€),Somewhat underpaid,Spaces,Somewhat important,Official documentation; Trade book,Take online courses; Buy books and work through the exercises; Conferences/meet-ups,8:00 AM,Node.js,React,Turn on some music,,Git,Multiple times a day,Agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,Satisfied,Not very satisfied,Somewhat satisfied,Satisfied,Not very satisfied,Very satisfied,Not much influence,No influence at all,Some influence,A lot of influence,A lot of influence,No influence at all,Some influence,Some influence,No influence at all,Not much influence,Some influence,"I've visited Stack Overflow, but haven't logged in/created an account",8.0,At least once each week,Once or twice,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Somewhat agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Somewhat agree,Disagree,"Some college/university study, no bachelor's degree",Disagree,Agree,Strongly disagree,Agree,30322.5806451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
